SKU,Danh mục,Danh mục con,Tên sản phẩm,Thông số kỹ thuật,Xuất xứ,Giá (VNĐ)
BRT-2357,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z27,Module: M4 | Số răng: 27 | Dày: 60mm,,530000
BRT-2358,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z27,Module: M4.5 | Số răng: 27 | Dày: 60mm,,790000
BRT-2359,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z27,Module: M5 | Số răng: 27 | Dày: 75mm,,1030000
BRT-2360,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z28,Module: M1 | Số răng: 28 | Dày: 20mm,,150000
BRT-2361,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z28,Module: M1.5 | Số răng: 28 | Dày: 25mm,,155000
BRT-2362,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z28,Module: M2 | Số răng: 28 | Dày: 30mm,,215000
BRT-2363,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z28,Module: M2.5 | Số răng: 28 | Dày: 45mm,,325000
BRT-2364,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z28,Module: M3 | Số răng: 28 | Dày: 50mm,,405000
BRT-2365,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z28,Module: M3.5 | Số răng: 28 | Dày: 50mm,,430000
BRT-2366,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z28,Module: M4 | Số răng: 28 | Dày: 60mm,,560000
BRT-2367,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z28,Module: M4.5 | Số răng: 28 | Dày: 60mm,,835000
BRT-2368,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z28,Module: M5 | Số răng: 28 | Dày: 75mm,,1120000
BRT-2369,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z29,Module: M1 | Số răng: 29 | Dày: 20mm,,150000
BRT-2370,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z29,Module: M1.5 | Số răng: 29 | Dày: 25mm,,155000
BRT-2371,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z29,Module: M2 | Số răng: 29 | Dày: 30mm,,220000
BRT-2372,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z29,Module: M2.5 | Số răng: 29 | Dày: 45mm,,335000
BRT-2373,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z29,Module: M3 | Số răng: 29 | Dày: 50mm,,430000
BRT-2374,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z29,Module: M3.5 | Số răng: 29 | Dày: 50mm,,450000
BRT-2375,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z29,Module: M4 | Số răng: 29 | Dày: 60mm,,595000
BRT-2376,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z29,Module: M4.5 | Số răng: 29 | Dày: 60mm,,885000
BRT-2377,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z29,Module: M5 | Số răng: 29 | Dày: 75mm,,1190000
BRT-2378,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z30,Module: M1 | Số răng: 30 | Dày: 20mm,,155000
BRT-2379,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z30,Module: M1.5 | Số răng: 30 | Dày: 25mm,,160000
BRT-2380,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z30,Module: M2 | Số răng: 30 | Dày: 30mm,,235000
BRT-2381,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z30,Module: M2.5 | Số răng: 30 | Dày: 45mm,,350000
BRT-2382,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z30,Module: M3 | Số răng: 30 | Dày: 50mm,,450000
BRT-2383,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z30,Module: M3.5 | Số răng: 30 | Dày: 50mm,,480000
BRT-2384,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z30,Module: M4 | Số răng: 30 | Dày: 60mm,,650000
BRT-2385,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z30,Module: M4.5 | Số răng: 30 | Dày: 60mm,,945000
BRT-2386,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z30,Module: M5 | Số răng: 30 | Dày: 75mm,,1260000
BRT-2387,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z31,Module: M1 | Số răng: 31 | Dày: 20mm,,160000
BRT-2388,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z31,Module: M1.5 | Số răng: 31 | Dày: 25mm,,165000
BRT-2389,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z31,Module: M2 | Số răng: 31 | Dày: 30mm,,250000
BRT-2390,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z31,Module: M2.5 | Số răng: 31 | Dày: 45mm,,370000
BRT-2391,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z31,Module: M3 | Số răng: 31 | Dày: 50mm,,475000
BRT-2392,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z31,Module: M3.5 | Số răng: 31 | Dày: 50mm,,505000
BRT-2393,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z31,Module: M4 | Số răng: 31 | Dày: 60mm,,690000
BRT-2394,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z31,Module: M4.5 | Số răng: 31 | Dày: 60mm,,1000000
BRT-2395,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z31,Module: M5 | Số răng: 31 | Dày: 75mm,,1370000
BRT-2396,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z32,Module: M1 | Số răng: 32 | Dày: 20mm,,165000
BRT-2397,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z32,Module: M1.5 | Số răng: 32 | Dày: 25mm,,170000
BRT-2398,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z32,Module: M2 | Số răng: 32 | Dày: 30mm,,265000
BRT-2399,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z32,Module: M2.5 | Số răng: 32 | Dày: 45mm,,400000
BRT-2400,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z32,Module: M3 | Số răng: 32 | Dày: 50mm,,480000
BRT-2401,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z32,Module: M3.5 | Số răng: 32 | Dày: 50mm,,530000
BRT-2402,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z32,Module: M4 | Số răng: 32 | Dày: 60mm,,720000
BRT-2403,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z32,Module: M4.5 | Số răng: 32 | Dày: 60mm,,1050000
BRT-2404,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z32,Module: M5 | Số răng: 32 | Dày: 75mm,,1435000
BRC-2405,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z20,Module: M2 | Số răng: 20,,175000
BRC-2406,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z20,Module: M2.5 | Số răng: 20,,175000
BRC-2407,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z20,Module: M3 | Số răng: 20,,190000
BRC-2408,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z21,Module: M2 | Số răng: 21,,190000
BRC-2409,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z21,Module: M2.5 | Số răng: 21,,200000
BRC-2410,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z21,Module: M3 | Số răng: 21,,200000
BRC-2411,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z22,Module: M2 | Số răng: 22,,205000
BRC-2412,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z22,Module: M2.5 | Số răng: 22,,220000
BRC-2413,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z22,Module: M3 | Số răng: 22,,210000
BRC-2414,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z23,Module: M2 | Số răng: 23,,210000
BRC-2415,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z23,Module: M2.5 | Số răng: 23,,230000
BRC-2416,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z23,Module: M3 | Số răng: 23,,220000
BRC-2417,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z24,Module: M2 | Số răng: 24,,220000
BRC-2418,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z24,Module: M2.5 | Số răng: 24,,235000
BRC-2419,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z24,Module: M3 | Số răng: 24,,240000
BRC-2420,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z25,Module: M2 | Số răng: 25,,230000
BRC-2421,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z25,Module: M2.5 | Số răng: 25,,245000
BRC-2422,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z25,Module: M3 | Số răng: 25,,250000
BRC-2423,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z26,Module: M2 | Số răng: 26,,235000
BRC-2424,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z26,Module: M2.5 | Số răng: 26,,260000
BRC-2425,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z26,Module: M3 | Số răng: 26,,265000
BRC-2426,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z27,Module: M2 | Số răng: 27,,24000
BRC-2427,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z27,Module: M2.5 | Số răng: 27,,270000
BRC-2428,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z27,Module: M3 | Số răng: 27,,275000
BRC-2429,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z28,Module: M2 | Số răng: 28,,245000
BRC-2430,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z28,Module: M2.5 | Số răng: 28,,280000
BRC-2431,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z28,Module: M3 | Số răng: 28,,285000
BRC-2432,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z29,Module: M2 | Số răng: 29,,250000
BRC-2433,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z29,Module: M2.5 | Số răng: 29,,285000
BRC-2434,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z29,Module: M3 | Số răng: 29,,300000
BRC-2435,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2 Z30,Module: M2 | Số răng: 30,,265000
BRC-2436,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M2.5 Z30,Module: M2.5 | Số răng: 30,,295000
BRC-2437,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3 Z30,Module: M3 | Số răng: 30,,310000
BRC-2438,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3.5 Z20,Module: M3.5 | Số răng: 20,,230000
BRC-2439,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M4 Z20,Module: M4 | Số răng: 20,,360000
BRC-2440,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3.5 Z21,Module: M3.5 | Số răng: 21,,260000
BRC-2441,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3.5 Z22,Module: M3.5 | Số răng: 22,,275000
BRC-2442,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M4 Z22,Module: M4 | Số răng: 22,,385000
BRC-2443,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3.5 Z23,Module: M3.5 | Số răng: 23,,285000
BRC-2444,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3.5 Z24,Module: M3.5 | Số răng: 24,,300000
BRC-2445,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M3.5 Z27,Module: M3.5 | Số răng: 27,,360000
BRC-2446,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M4 Z27,Module: M4 | Số răng: 27,,590000
BRC-2447,Bánh răng,Bánh răng côn (Bevel Gear),Bánh răng côn M4 Z30,Module: M4 | Số răng: 30,,650000
VM-2448,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø16 X 200,Quy cách: 16 X 200mm | Đơn vị: Bộ,,70000
THR-2449,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M2 x 20,Module: M2 | Dài: 20cm,,375000
VM-2450,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø17 X 500,Quy cách: 17 X 500mm | Đơn vị: Bộ,,95000
THR-2451,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M2 x 25,Module: M2 | Dài: 25cm,,440000
VM-2452,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø18 x 200,Quy cách: 18 x 200mm | Đơn vị: Bộ,,75000
THR-2453,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M2.5 x 20,Module: M2.5 | Dài: 20cm,,385000
VM-2454,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø18 x 300,Quy cách: 18 x 300mm | Đơn vị: Bộ,,90000
THR-2455,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M2.5 x 25,Module: M2.5 | Dài: 25cm,,495000
VM-2456,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø18x 500,Quy cách: 18x 500mm | Đơn vị: Bộ,,130000
VM-2457,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø18x 1000,Quy cách: 18x 1000mm | Đơn vị: Bộ,,155000
THR-2458,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M3 x 25,Module: M3 | Dài: 25cm,,515000
VM-2459,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø20 x 200,Quy cách: 20 x 200mm | Đơn vị: Bộ,,95000
THR-2460,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M3 x 30,Module: M3 | Dài: 30cm,,605000
VM-2461,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø20 x 300,Quy cách: 20 x 300mm | Đơn vị: Bộ,,105000
THR-2462,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M3.5 x 20,Module: M3.5 | Dài: 20cm,,750000
VM-2463,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø20 x 500,Quy cách: 20 x 500mm | Đơn vị: Bộ,,130000
VM-2464,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø20 x 700,Quy cách: 20 x 700mm | Đơn vị: Bộ,,165000
VM-2465,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø20x 1000,Quy cách: 20x 1000mm | Đơn vị: Bộ,,210000
VM-2466,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø22 x 200,Quy cách: 22 x 200mm | Đơn vị: Bộ,,100000
THR-2467,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M4 x 40,Module: M4 | Dài: 40cm,,1155000
VM-2468,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø22 x 300,Quy cách: 22 x 300mm | Đơn vị: Bộ,,110000
VM-2469,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø22 x 500,Quy cách: 22 x 500mm | Đơn vị: Bộ,,155000
VM-2470,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø22 x 1000,Quy cách: 22 x 1000mm | Đơn vị: Bộ,,240000
THR-2471,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M5 x 40,Module: M5 | Dài: 40cm,,1210000
VM-2472,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø24 x 200,Quy cách: 24 x 200mm | Đơn vị: Bộ,,120000
THR-2473,Vít me & Thanh răng,Thanh răng (Rack Gear),Thanh răng M1.5 x 16,Module: M1.5 | Dài: 16cm,,360000
VM-2474,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø24 x 300,Quy cách: 24 x 300mm | Đơn vị: Bộ,,130000
VM-2475,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø24 x 500,Quy cách: 24 x 500mm | Đơn vị: Bộ,,165000
TAN-2476,Vít me & Thanh răng,Con tán vít me,Tán 16 (28 x 3P),Tán 16 (28 x 3P),,22000
VM-2477,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø24 x 1000,Quy cách: 24 x 1000mm | Đơn vị: Bộ,,275000
TAN-2478,Vít me & Thanh răng,Con tán vít me,Tán 18 (30 x 3P),Tán 18 (30 x 3P),,22000
VM-2479,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø25 x 500,Quy cách: 25 x 500mm | Đơn vị: Bộ,,180000
TAN-2480,Vít me & Thanh răng,Con tán vít me,Tán 20 (30 x 3P),Tán 20 (30 x 3P),,22000
VM-2481,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø25 x 1000,Quy cách: 25 x 1000mm | Đơn vị: Bộ,,295000
TAN-2482,Vít me & Thanh răng,Con tán vít me,Tán 22 (32 x 3P),Tán 22 (32 x 3P),,33000
VM-2483,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø28 x 200,Quy cách: 28 x 200mm | Đơn vị: Bộ,,155000
TAN-2484,Vít me & Thanh răng,Con tán vít me,Tán 24(34 x 3P5),Tán 24(34 x 3P5),,33000
VM-2485,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø28 x 300,Quy cách: 28 x 300mm | Đơn vị: Bộ,,165000
TAN-2486,Vít me & Thanh răng,Con tán vít me,Tán 28 (45 x 3P5),Tán 28 (45 x 3P5),,55000
VM-2487,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø28 x 500,Quy cách: 28 x 500mm | Đơn vị: Bộ,,255000
TAN-2488,Vít me & Thanh răng,Con tán vít me,Tán 30 (48 x 3P5),Tán 30 (48 x 3P5),,55000
VM-2489,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø28 x 1000,Quy cách: 28 x 1000mm | Đơn vị: Bộ,,405000
TAN-2490,Vít me & Thanh răng,Con tán vít me,Tán 35 (55 x 3P5),Tán 35 (55 x 3P5),,55000
VM-2491,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø30 x 200,Quy cách: 30 x 200mm | Đơn vị: Bộ,,145000
VM-2492,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø30 x 300,Quy cách: 30 x 300mm | Đơn vị: Bộ,,160000
VM-2493,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø30 x 500,Quy cách: 30 x 500mm | Đơn vị: Bộ,,275000
VM-2494,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø30 x 1000,Quy cách: 30 x 1000mm | Đơn vị: Bộ,,405000
VM-2495,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø35 x 500,Quy cách: 35 x 500mm | Đơn vị: Bộ,,375000
VM-2496,Vít me & Thanh răng,Vít me (Lead Screw),Vít me Ø35 x 1000,Quy cách: 35 x 1000mm | Đơn vị: Bộ,,615000
PHT-2497,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 12*25*7,ID: 12mm | OD: 25mm | Rộng: 7mm,,14000
PHT-2498,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 18*32*7,ID: 18mm | OD: 32mm | Rộng: 7mm,,15000
PHT-2499,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 24*42*7,ID: 24mm | OD: 42mm | Rộng: 7mm,,19000
PHT-2500,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*38*10,ID: 28mm | OD: 38mm | Rộng: 10mm,,18000
PHT-2501,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 12*25*8,ID: 12mm | OD: 25mm | Rộng: 8mm,,14000
PHT-2502,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 18*32*8,ID: 18mm | OD: 32mm | Rộng: 8mm,,15000
PHT-2503,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 24*45*10,ID: 24mm | OD: 45mm | Rộng: 10mm,,20000
PHT-2504,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*40*10,ID: 28mm | OD: 40mm | Rộng: 10mm,,18000
PHT-2505,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 12*30*7,ID: 12mm | OD: 30mm | Rộng: 7mm,,11000
PHT-2506,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 18*35*7,ID: 18mm | OD: 35mm | Rộng: 7mm,,16000
PHT-2507,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 24*45*7,ID: 24mm | OD: 45mm | Rộng: 7mm,,20000
PHT-2508,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*40*7,ID: 28mm | OD: 40mm | Rộng: 7mm,,18000
PHT-2509,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 12*32*7,ID: 12mm | OD: 32mm | Rộng: 7mm,,15000
PHT-2510,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 18*40*10,ID: 18mm | OD: 40mm | Rộng: 10mm,,18000
PHT-2511,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 24*47*7,ID: 24mm | OD: 47mm | Rộng: 7mm,,21000
PHT-2512,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*42*10,ID: 28mm | OD: 42mm | Rộng: 10mm,,19000
PHT-2513,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 14*28*7,ID: 14mm | OD: 28mm | Rộng: 7mm,,14000
PHT-2514,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 18*40*7,ID: 18mm | OD: 40mm | Rộng: 7mm,,18000
PHT-2515,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 25*35*10,ID: 25mm | OD: 35mm | Rộng: 10mm,,17000
PHT-2516,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*45*10,ID: 28mm | OD: 45mm | Rộng: 10mm,,17000
PHT-2517,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 14*30*10,ID: 14mm | OD: 30mm | Rộng: 10mm,,14000
PHT-2518,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 19*28*7,ID: 19mm | OD: 28mm | Rộng: 7mm,,14000
PHT-2519,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 25*35*8,ID: 25mm | OD: 35mm | Rộng: 8mm,,16000
PHT-2520,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*45*7,ID: 28mm | OD: 45mm | Rộng: 7mm,,18000
PHT-2521,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 14*32*7,ID: 14mm | OD: 32mm | Rộng: 7mm,,15000
PHT-2522,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 19*35*10,ID: 19mm | OD: 35mm | Rộng: 10mm,,16000
PHT-2523,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 25*37*7,ID: 25mm | OD: 37mm | Rộng: 7mm,,17000
PHT-2524,Phốt dầu (Oil Seal),Phốt dầu tiêu chuẩn,Phốt dầu 28*45*8,ID: 28mm | OD: 45mm | Rộng: 8mm,,20000
